kind,distance,left_split,left_index,left_label,left_filename,left_sha256,right_split,right_index,right_label,right_filename,right_sha256,cross_split
exact_or_same_phash,,train,269,Bracelet,IMG_3063_f2672d8c_JPG.rf.e45ee05f0573d3fb4cf73a025b8d740e.jpg,6076f198a5bf7ad1957964c6706ca7bf318f265c079ec6218e0eb7905b2b63dd,train,1499,Earrings,images-31-_jpeg.rf.ac3280d2798fa656b8497072f7ee3bed.jpg,07657e64ab329a2504edc23fd024d1f346db16a8fc26b21344c857ac21ee1c34,False
exact_or_same_phash,,train,1499,Earrings,images-31-_jpeg.rf.ac3280d2798fa656b8497072f7ee3bed.jpg,07657e64ab329a2504edc23fd024d1f346db16a8fc26b21344c857ac21ee1c34,train,1556,Earrings,images-80-_jpeg.rf.9de10d1766526e7330dcaf0652b35e6d.jpg,139469451cb61c5a03371248b3a1a34e59a295c44c6ac6aade9eaa77c7aaace1,False
exact_or_same_phash,,train,1556,Earrings,images-80-_jpeg.rf.9de10d1766526e7330dcaf0652b35e6d.jpg,139469451cb61c5a03371248b3a1a34e59a295c44c6ac6aade9eaa77c7aaace1,train,1626,Necklace,IMG_0142_e6abfd92_JPG.rf.2c45ccd4d11e065e62fea6215c86ce57.jpg,8f2c8b8991b36c066cf048c4ed4d067a7044a1b38cc12b960232e7f3a1d88bca,False
exact_or_same_phash,,train,1626,Necklace,IMG_0142_e6abfd92_JPG.rf.2c45ccd4d11e065e62fea6215c86ce57.jpg,8f2c8b8991b36c066cf048c4ed4d067a7044a1b38cc12b960232e7f3a1d88bca,train,2044,Necklace,IMG_0574-1-_0bfb033e_JPG.rf.3576422bb86f1157a6c53b0eb3ddbfbe.jpg,57f2b00fd3bcd5b391d6402da44e26692f21f235dc3fd1d7bcea0e8aefb8a61e,False
exact_or_same_phash,,train,2044,Necklace,IMG_0574-1-_0bfb033e_JPG.rf.3576422bb86f1157a6c53b0eb3ddbfbe.jpg,57f2b00fd3bcd5b391d6402da44e26692f21f235dc3fd1d7bcea0e8aefb8a61e,train,2127,Necklace,IMG_0615_e7840e87_JPG.rf.3e1101e2c1fcc668d3ef76c2235abe22.jpg,f36198d5b03a81f6d0f0431e69c0c7f985d4526c235f6b8f6085e9f7bd2b66f7,False
exact_or_same_phash,,train,2127,Necklace,IMG_0615_e7840e87_JPG.rf.3e1101e2c1fcc668d3ef76c2235abe22.jpg,f36198d5b03a81f6d0f0431e69c0c7f985d4526c235f6b8f6085e9f7bd2b66f7,train,2598,Necklace,IMG_1640_678a5667_JPG.rf.41f53b2411ed624e53721e3c0e24ffcd.jpg,e45add1a24c5aa39df989f377cac4168e5c1067b902aebee194f053080062487,False
exact_or_same_phash,,train,2598,Necklace,IMG_1640_678a5667_JPG.rf.41f53b2411ed624e53721e3c0e24ffcd.jpg,e45add1a24c5aa39df989f377cac4168e5c1067b902aebee194f053080062487,train,2641,Necklace,IMG_1851_25444e5b_JPG.rf.5241ae66c2fdbd6dd15d22a0e707477f.jpg,d0d749e9140aadcc41314553071cfe1d691059c7fb17f1a15d2760d340100fa0,False
exact_or_same_phash,,train,2641,Necklace,IMG_1851_25444e5b_JPG.rf.5241ae66c2fdbd6dd15d22a0e707477f.jpg,d0d749e9140aadcc41314553071cfe1d691059c7fb17f1a15d2760d340100fa0,train,3007,Necklace,IMG_2442_293df283_JPG.rf.7f8d370669e93e2d7d761b17af88eaea.jpg,ddf99860540fe8414244f88f890b95b26911458b319f0f107580d47e5037d504,False
exact_or_same_phash,,train,3007,Necklace,IMG_2442_293df283_JPG.rf.7f8d370669e93e2d7d761b17af88eaea.jpg,ddf99860540fe8414244f88f890b95b26911458b319f0f107580d47e5037d504,train,3193,Necklace,IMG_3110_e8631d85_JPG.rf.972e09b5b8ac269d6baab108804d1f46.jpg,c4a57b8ab4245906ff5492ff0644e09ff73eefa8b8ed1f35eb12a81f557ca33b,False
exact_or_same_phash,,train,3193,Necklace,IMG_3110_e8631d85_JPG.rf.972e09b5b8ac269d6baab108804d1f46.jpg,c4a57b8ab4245906ff5492ff0644e09ff73eefa8b8ed1f35eb12a81f557ca33b,train,3212,Necklace,IMG_3122_71e28353_JPG.rf.ffdb39823a3825bc6ee2327561ec221d.jpg,7cc73e6de7907985bcec9f8b862f8cc2b7f18174a4a642591a520766eab60849,False
exact_or_same_phash,,train,3212,Necklace,IMG_3122_71e28353_JPG.rf.ffdb39823a3825bc6ee2327561ec221d.jpg,7cc73e6de7907985bcec9f8b862f8cc2b7f18174a4a642591a520766eab60849,train,3339,Necklace,IMG_3538_292c082b_JPG.rf.31c64e8146c286990b5dd2ee2b140dcb.jpg,54c89686df532926a9d9df88df6104e3812061c462862a5236ed5ca6f0683d10,False
exact_or_same_phash,,train,3339,Necklace,IMG_3538_292c082b_JPG.rf.31c64e8146c286990b5dd2ee2b140dcb.jpg,54c89686df532926a9d9df88df6104e3812061c462862a5236ed5ca6f0683d10,train,3345,Necklace,IMG_3540_c66b20e8_JPG.rf.8ec641584e31ef784e5bc2c942b82b28.jpg,a3f6678b3a3a55bbb067542d7094b072dd2c7c5695af9391dbd63bba6a5c9c2e,False
exact_or_same_phash,,train,3345,Necklace,IMG_3540_c66b20e8_JPG.rf.8ec641584e31ef784e5bc2c942b82b28.jpg,a3f6678b3a3a55bbb067542d7094b072dd2c7c5695af9391dbd63bba6a5c9c2e,train,3385,Necklace,IMG_3569_cca2c3b5_JPG.rf.0b65f97ff806e101f1f12f3500626b83.jpg,d240375ebaa03b0836ea67ae0a3a271365d4ceadff2424105123e467a90c99fc,False
exact_or_same_phash,,train,3385,Necklace,IMG_3569_cca2c3b5_JPG.rf.0b65f97ff806e101f1f12f3500626b83.jpg,d240375ebaa03b0836ea67ae0a3a271365d4ceadff2424105123e467a90c99fc,train,3430,Necklace,IMG_3593_885382d3_JPG.rf.318bd2514e51409326d5b7ddab7f8199.jpg,5e78207582c73b0c89b644ee19e9d2dc9864f72e457d7366ccb7b4177b7a27f9,False
exact_or_same_phash,,train,3430,Necklace,IMG_3593_885382d3_JPG.rf.318bd2514e51409326d5b7ddab7f8199.jpg,5e78207582c73b0c89b644ee19e9d2dc9864f72e457d7366ccb7b4177b7a27f9,train,3453,Necklace,IMG_3605_f361e5a3_JPG.rf.156326c9e5f865410d27c1f2050000a2.jpg,57bdac7fe610428029f3480942ec7bccb5bff83c26180ee9e672c9cebdb5bf40,False
exact_or_same_phash,,train,3453,Necklace,IMG_3605_f361e5a3_JPG.rf.156326c9e5f865410d27c1f2050000a2.jpg,57bdac7fe610428029f3480942ec7bccb5bff83c26180ee9e672c9cebdb5bf40,train,4095,Pendant,IMG_3503_4d37f1fe_JPG.rf.2fc181c2c0d5bb3a7d236ac120e626ca.jpg,be800d80811dfa926d96f037c20a7981a50e1a3b6f11195c3a31978e2ede61f5,False
exact_or_same_phash,,train,256,Bracelet,IMG_3041_d0c68029_JPG.rf.6075d7703f6e1a9d766fadf392141e3f.jpg,250a3d5ea14967aa11a4477656b4cf7b72be24724e47fdfdf0232f67edf7907c,train,1557,Earrings,images-82-_jpeg.rf.a7049b33a1a450614a720e34e3a9a5b6.jpg,7b733223d611d38917db5d676a93a43bc4c2ccf7e85001a9169ceeb99b7c898b,False
exact_or_same_phash,,train,1557,Earrings,images-82-_jpeg.rf.a7049b33a1a450614a720e34e3a9a5b6.jpg,7b733223d611d38917db5d676a93a43bc4c2ccf7e85001a9169ceeb99b7c898b,train,1946,Necklace,IMG_0523-1-_04e38f89_JPG.rf.c6fee3ec006e18018fefd2f3647fbb67.jpg,b26a86891c33e40d115e053242dbf567b300c5b915ca9a5d9835d55db8f72a83,False
exact_or_same_phash,,train,260,Bracelet,IMG_3042_d8ca0abe_JPG.rf.c837a5549e040fb8c833511bc9a33ee5.jpg,74aa581c90a70b1917279c349febd1b05bf5139783a0107f81e8f24acf1b3fbf,train,2673,Necklace,IMG_1871_019335e4_JPG.rf.bfa6190b254a8afdcfb3e30c1aedf148.jpg,5971e1e0c01ce4b10b3a092a5a6379ea9ab4d9fb741bcfa6ab9ffa7f04368211,False
exact_or_same_phash,,train,313,Bracelet,bracelet_002_jpg.rf.b7eafee396b6b83e987f483a7cea0be7.jpg,87155e3c23c6fcb07f65ddb99a3b121c0c838ca83c9ae7b89c9a3852ad9dc73d,train,464,Bracelet,bracelet_098_jpg.rf.9561427443b451046aa180036fd6978b.jpg,35b018762d60757fe80420b437d7345dbd9c04fef8723f4e89578f19a9a39c00,False
exact_or_same_phash,,train,464,Bracelet,bracelet_098_jpg.rf.9561427443b451046aa180036fd6978b.jpg,35b018762d60757fe80420b437d7345dbd9c04fef8723f4e89578f19a9a39c00,train,763,Bracelet,bracelet_268_jpg.rf.6dcb142545ac15864eec6a631167cc2a.jpg,23558b01c8828db7bf638793a63101895e4ac96b95dfab439f40c13b905c599c,False
exact_or_same_phash,,train,763,Bracelet,bracelet_268_jpg.rf.6dcb142545ac15864eec6a631167cc2a.jpg,23558b01c8828db7bf638793a63101895e4ac96b95dfab439f40c13b905c599c,train,3499,Necklace,necklace_126_jpg.rf.478d1b0cf4629db4f23f3b7957cc4111.jpg,fa818f10284a7e4a5a0c47f9417113f298f94c3abfcff4163d81cd54f658dfc9,False
exact_or_same_phash,,train,3499,Necklace,necklace_126_jpg.rf.478d1b0cf4629db4f23f3b7957cc4111.jpg,fa818f10284a7e4a5a0c47f9417113f298f94c3abfcff4163d81cd54f658dfc9,train,3500,Necklace,necklace_126_jpg.rf.faf59a1100149a51eaa1ade64b375468.jpg,0f5fc5c5dff266d5b9c1575ea35fc4d7ec8235182b3737b7fadf3e2fd7dbed0f,False
exact_or_same_phash,,train,319,Bracelet,bracelet_009_jpg.rf.ba457de7829cc7e0afea96b604c48a33.jpg,41c8dc6943b25de61b99cb27ac7d5f42a322c238d7ab61d5c52423c23c98a4bf,train,478,Bracelet,bracelet_107_jpg.rf.8c5461e7dc9f2ee02bbe332ba3462dae.jpg,008efd246b1332ebcb00bda4554ff60352253ac9dca8d342116853625ee9ff95,False
exact_or_same_phash,,train,337,Bracelet,bracelet_020_jpg.rf.89f1c434c9511533b27729d00cc8cba3.jpg,43adfe7652dadd6582d8ca8243d800b1a63169ffcbdf6e1da362a0794cf25ee4,train,352,Bracelet,bracelet_031_jpg.rf.bafc1edc4254fef5ed1d221fd6df6925.jpg,f7f74ab798f076340c70f78333bb48c9e242eddfc82f7dcd1a658b3e8b098b67,False
exact_or_same_phash,,train,352,Bracelet,bracelet_031_jpg.rf.bafc1edc4254fef5ed1d221fd6df6925.jpg,f7f74ab798f076340c70f78333bb48c9e242eddfc82f7dcd1a658b3e8b098b67,train,364,Bracelet,bracelet_036_jpg.rf.9ca425310056162977185ccce91ade94.jpg,d5d5a959767f02217ba3d991dab2ead29976911f86630f8720cbcd63507a54d4,False
exact_or_same_phash,,train,364,Bracelet,bracelet_036_jpg.rf.9ca425310056162977185ccce91ade94.jpg,d5d5a959767f02217ba3d991dab2ead29976911f86630f8720cbcd63507a54d4,train,445,Bracelet,bracelet_086_jpg.rf.287d0f8251ff344a181f6f4fb11683e7.jpg,5f4c92c883f1745d278ffcfaf57cb3af9ed8217691d3035d01c519629d6cb11d,False
exact_or_same_phash,,train,445,Bracelet,bracelet_086_jpg.rf.287d0f8251ff344a181f6f4fb11683e7.jpg,5f4c92c883f1745d278ffcfaf57cb3af9ed8217691d3035d01c519629d6cb11d,train,458,Bracelet,bracelet_095_jpg.rf.fb2f579343dc6a9a0aaff47264b64c03.jpg,9b422f54f7ad99b9e4cd06cc01ea1738640fd72db63a291166a8cfabd10817df,False
exact_or_same_phash,,train,458,Bracelet,bracelet_095_jpg.rf.fb2f579343dc6a9a0aaff47264b64c03.jpg,9b422f54f7ad99b9e4cd06cc01ea1738640fd72db63a291166a8cfabd10817df,train,527,Bracelet,bracelet_130_jpg.rf.f87b6b21f9cbaa75b1e1017282450b6b.jpg,83753feb8427748032217f03e3c92413968bf5da26da6555782079a0e2bd4434,False
exact_or_same_phash,,train,527,Bracelet,bracelet_130_jpg.rf.f87b6b21f9cbaa75b1e1017282450b6b.jpg,83753feb8427748032217f03e3c92413968bf5da26da6555782079a0e2bd4434,train,600,Bracelet,bracelet_170_jpg.rf.7d64a98ee1ed79632ab27b809545e453.jpg,5cb28dcda659a90766bb66e3092729ff74643f4dd07293b6502e3cf638f96e94,False
exact_or_same_phash,,train,600,Bracelet,bracelet_170_jpg.rf.7d64a98ee1ed79632ab27b809545e453.jpg,5cb28dcda659a90766bb66e3092729ff74643f4dd07293b6502e3cf638f96e94,train,613,Bracelet,bracelet_177_jpg.rf.be9a82141e8b40346ad16178be75e97b.jpg,104fc4e49f92a933917661e84c061f45df3f0b610af413fe174be9084148ceb0,False
exact_or_same_phash,,train,613,Bracelet,bracelet_177_jpg.rf.be9a82141e8b40346ad16178be75e97b.jpg,104fc4e49f92a933917661e84c061f45df3f0b610af413fe174be9084148ceb0,train,635,Bracelet,bracelet_187_jpg.rf.f0782aafd2cc6b8c630f75aa47e67867.jpg,f0e2753582237d699e6477d29dcc8a4738db69ed10584f83518a229c33917394,False
exact_or_same_phash,,train,635,Bracelet,bracelet_187_jpg.rf.f0782aafd2cc6b8c630f75aa47e67867.jpg,f0e2753582237d699e6477d29dcc8a4738db69ed10584f83518a229c33917394,train,658,Bracelet,bracelet_203_jpg.rf.83668e99d7f1e447cd09887481877e4c.jpg,ad3020d0a5b802baf2a4995fa48f40350712b884579fc4def89242baea418aa6,False
exact_or_same_phash,,train,658,Bracelet,bracelet_203_jpg.rf.83668e99d7f1e447cd09887481877e4c.jpg,ad3020d0a5b802baf2a4995fa48f40350712b884579fc4def89242baea418aa6,train,668,Bracelet,bracelet_214_jpg.rf.85f35c5cf2732a858ee2dfde44a4ea83.jpg,edb320243682efe7a21210fbefb3a4c88343dd991b32e43db3286e9037abc200,False
exact_or_same_phash,,train,668,Bracelet,bracelet_214_jpg.rf.85f35c5cf2732a858ee2dfde44a4ea83.jpg,edb320243682efe7a21210fbefb3a4c88343dd991b32e43db3286e9037abc200,train,733,Bracelet,bracelet_253_jpg.rf.cac9d57cb4acf6ea5447ee2944a445fb.jpg,b6b39d04492b6935beb8e4151023e47f613e00600b5b48214de1cc8d7b536b97,False
exact_or_same_phash,,train,733,Bracelet,bracelet_253_jpg.rf.cac9d57cb4acf6ea5447ee2944a445fb.jpg,b6b39d04492b6935beb8e4151023e47f613e00600b5b48214de1cc8d7b536b97,train,745,Bracelet,bracelet_258_jpg.rf.984124b47ad901adf2d008aae04060f7.jpg,f02074174bb1fe1ec2a2c18779d29d35306a6cb4eb68cfc3be7fb26787339a3b,False
exact_or_same_phash,,train,745,Bracelet,bracelet_258_jpg.rf.984124b47ad901adf2d008aae04060f7.jpg,f02074174bb1fe1ec2a2c18779d29d35306a6cb4eb68cfc3be7fb26787339a3b,train,751,Bracelet,bracelet_260_jpg.rf.ab89a358fd25987ca19e2a426bc170b9.jpg,c8e7301a1cd3231211d72b89bb81ebb735bb4d90873c0a4e4143508979a9e526,False
exact_or_same_phash,,train,751,Bracelet,bracelet_260_jpg.rf.ab89a358fd25987ca19e2a426bc170b9.jpg,c8e7301a1cd3231211d72b89bb81ebb735bb4d90873c0a4e4143508979a9e526,train,754,Bracelet,bracelet_261_jpg.rf.10bcceaea96042effff4d78a9d7eca9a.jpg,d81612214b37e8dbebf0e6bb53ced17415d4f6e98d2ed8b9fc45101e1f2281d6,False
exact_or_same_phash,,train,754,Bracelet,bracelet_261_jpg.rf.10bcceaea96042effff4d78a9d7eca9a.jpg,d81612214b37e8dbebf0e6bb53ced17415d4f6e98d2ed8b9fc45101e1f2281d6,train,758,Bracelet,bracelet_262_jpg.rf.dd6402434028793c2b67d21966eb3c57.jpg,c1aa0e9df41a2b41bfa7907ac79a58ed64b51463be1c40944a62e4068307a3aa,False
exact_or_same_phash,,train,758,Bracelet,bracelet_262_jpg.rf.dd6402434028793c2b67d21966eb3c57.jpg,c1aa0e9df41a2b41bfa7907ac79a58ed64b51463be1c40944a62e4068307a3aa,train,765,Bracelet,bracelet_277_jpg.rf.42bb82dcb69dffb9d7597e153eeafa74.jpg,3e513afba639adc8b805a28fd1630ffb1851a8536d1d2240266a153bafb21ca9,False
exact_or_same_phash,,train,765,Bracelet,bracelet_277_jpg.rf.42bb82dcb69dffb9d7597e153eeafa74.jpg,3e513afba639adc8b805a28fd1630ffb1851a8536d1d2240266a153bafb21ca9,train,775,Bracelet,bracelet_306_jpg.rf.60454f4143c36f0c7445a0599e7d1252.jpg,be9d6e5ffde0364de49477be2a5f491916b0b41a8a8aa5dfa87b424a844363fe,False
exact_or_same_phash,,train,775,Bracelet,bracelet_306_jpg.rf.60454f4143c36f0c7445a0599e7d1252.jpg,be9d6e5ffde0364de49477be2a5f491916b0b41a8a8aa5dfa87b424a844363fe,validation,29,Bracelet,bracelet_005_jpg.rf.3adcc2070daca3191c4cbaf82c780e60.jpg,d81a271c3332785fe9aa0d724e12b4d95723dd6ea085b47ef82c0521d664db18,True
exact_or_same_phash,,validation,29,Bracelet,bracelet_005_jpg.rf.3adcc2070daca3191c4cbaf82c780e60.jpg,d81a271c3332785fe9aa0d724e12b4d95723dd6ea085b47ef82c0521d664db18,validation,31,Bracelet,bracelet_011_jpg.rf.a737440294546e6a802025029a13a4ea.jpg,b157e374daff8e66bd6a6eda9d25678358b5a43eebf207702d81cc7940f59edc,False
exact_or_same_phash,,validation,31,Bracelet,bracelet_011_jpg.rf.a737440294546e6a802025029a13a4ea.jpg,b157e374daff8e66bd6a6eda9d25678358b5a43eebf207702d81cc7940f59edc,validation,33,Bracelet,bracelet_017_jpg.rf.d4178a200c231b017a345f72b81d5cd6.jpg,5d695693b35508a7f11c21f4d50e47c87281a9a7074de194d4d22f30aefd452e,False
exact_or_same_phash,,validation,33,Bracelet,bracelet_017_jpg.rf.d4178a200c231b017a345f72b81d5cd6.jpg,5d695693b35508a7f11c21f4d50e47c87281a9a7074de194d4d22f30aefd452e,validation,35,Bracelet,bracelet_028_jpg.rf.d5d6ca7d4ec7b6a8628e4da0bd0d4699.jpg,d8224a40e6f87e8186919469052ef86f1012cf300e7c24e2978c09133cbc04b4,False
exact_or_same_phash,,validation,35,Bracelet,bracelet_028_jpg.rf.d5d6ca7d4ec7b6a8628e4da0bd0d4699.jpg,d8224a40e6f87e8186919469052ef86f1012cf300e7c24e2978c09133cbc04b4,validation,38,Bracelet,bracelet_050_jpg.rf.0b539a795822139c4c4c7fe74d21b74a.jpg,4cd55ae591b673749c7a52de5c5a118e37e02fb3c809711da38f0b0e4e8de253,False
exact_or_same_phash,,validation,38,Bracelet,bracelet_050_jpg.rf.0b539a795822139c4c4c7fe74d21b74a.jpg,4cd55ae591b673749c7a52de5c5a118e37e02fb3c809711da38f0b0e4e8de253,validation,47,Bracelet,bracelet_092_jpg.rf.290d8f1f52dfd830b7d88d6002b304b9.jpg,68ed0ef9adcc288125b21e14567c124f966bd6175a0c1807efc1f8e0884e7fd8,False
exact_or_same_phash,,validation,47,Bracelet,bracelet_092_jpg.rf.290d8f1f52dfd830b7d88d6002b304b9.jpg,68ed0ef9adcc288125b21e14567c124f966bd6175a0c1807efc1f8e0884e7fd8,validation,55,Bracelet,bracelet_156_jpg.rf.c375a74d149d8b0f8e0b96c415f72518.jpg,afa56e617348019056b3324c12274dded15ac0bbf3349e106f4fb982a8304d6b,False
exact_or_same_phash,,validation,55,Bracelet,bracelet_156_jpg.rf.c375a74d149d8b0f8e0b96c415f72518.jpg,afa56e617348019056b3324c12274dded15ac0bbf3349e106f4fb982a8304d6b,validation,58,Bracelet,bracelet_195_jpg.rf.447d172749ca32919ae6cb1c7b8294c8.jpg,ce5626a8f5e5d239a2865701d35ed6c536839a2cb00d4db93200d3178a5baef9,False
exact_or_same_phash,,validation,58,Bracelet,bracelet_195_jpg.rf.447d172749ca32919ae6cb1c7b8294c8.jpg,ce5626a8f5e5d239a2865701d35ed6c536839a2cb00d4db93200d3178a5baef9,validation,65,Bracelet,bracelet_241_jpg.rf.f6227ba17fb742a9297857fa5583f086.jpg,1f65cfb26caad2f3fcd124a7990edc7d7378b7018539f50a8b29e0d629c29acd,False
exact_or_same_phash,,validation,65,Bracelet,bracelet_241_jpg.rf.f6227ba17fb742a9297857fa5583f086.jpg,1f65cfb26caad2f3fcd124a7990edc7d7378b7018539f50a8b29e0d629c29acd,validation,67,Bracelet,bracelet_252_jpg.rf.0f6b97b0f18b2aa2b0936fdcd6cdd21a.jpg,48a4d63fc44a963856fbd031ef14f7fc8abe8072bf89d9c9040c96b6453568f8,False
exact_or_same_phash,,validation,67,Bracelet,bracelet_252_jpg.rf.0f6b97b0f18b2aa2b0936fdcd6cdd21a.jpg,48a4d63fc44a963856fbd031ef14f7fc8abe8072bf89d9c9040c96b6453568f8,validation,146,Earrings,images-89-_jpeg.rf.8dcce8d9446fccb71106e0c45581bca9.jpg,1e6992c229ef9c44c6ec978d7ba81fdf2436eabfb372ca114b2d449818cf7b5c,False
exact_or_same_phash,,validation,146,Earrings,images-89-_jpeg.rf.8dcce8d9446fccb71106e0c45581bca9.jpg,1e6992c229ef9c44c6ec978d7ba81fdf2436eabfb372ca114b2d449818cf7b5c,test,27,Bracelet,bracelet_245_jpg.rf.d5a19b2540198ae967d0653249eff432.jpg,325d0f7310568a96df5b52a8dbc3dbfa86b44607f5353137c6c73ca0f0c4ec27,True
exact_or_same_phash,,test,27,Bracelet,bracelet_245_jpg.rf.d5a19b2540198ae967d0653249eff432.jpg,325d0f7310568a96df5b52a8dbc3dbfa86b44607f5353137c6c73ca0f0c4ec27,test,30,Bracelet,bracelet_307_jpg.rf.c9e667f16ec244c93fe252813703ce49.jpg,41d2da8f9e302e5e177e54ca6449a7841bd5b18adf0ad2a660824722d5ae72cb,False
exact_or_same_phash,,train,341,Bracelet,bracelet_023_jpg.rf.744bc1c59afb13db9f319c5f693020ad.jpg,1de5da80bf01cefef42fac3eb68205c527c16ed63985bc02e9e67b4086bcd4fc,train,646,Bracelet,bracelet_196_jpg.rf.a30929cb5cf5c528b4e96de75dc53ac8.jpg,79e869258a20f3cc731e34c9fb581f8995913eed32b233d1afff5f067da9605c,False
exact_or_same_phash,,train,342,Bracelet,bracelet_024_jpg.rf.12b5a53ca0de46f39d5ea4a16bbe8ec9.jpg,44f48e9a75cbdd0af0d5d745c13e1e8fd9f012501846af5635ffc70bfd489d85,train,344,Bracelet,bracelet_024_jpg.rf.e7fc426d8116c95cb180495985c6ccbf.jpg,51ced6eb93d784b61d592f2e0ab23410e50625339292728ff9a2d2e4079a5277,False
exact_or_same_phash,,train,344,Bracelet,bracelet_024_jpg.rf.e7fc426d8116c95cb180495985c6ccbf.jpg,51ced6eb93d784b61d592f2e0ab23410e50625339292728ff9a2d2e4079a5277,train,365,Bracelet,bracelet_036_jpg.rf.c611232e957bdb4508319988285623d1.jpg,7e6ee682e821f4ef1796d7c6d51f7701ea9b61052b60953dd86c5cb97cc4ccbb,False
exact_or_same_phash,,train,365,Bracelet,bracelet_036_jpg.rf.c611232e957bdb4508319988285623d1.jpg,7e6ee682e821f4ef1796d7c6d51f7701ea9b61052b60953dd86c5cb97cc4ccbb,train,371,Bracelet,bracelet_038_jpg.rf.fc8a948bd51f9956a367c954740579a6.jpg,bc8eed8064203972dfd4bb6a273e7ebea4616632265bca14e23ca3415af514ee,False
